ID_STG_OPR_ITT,VLR_CTRD_CSC,QTD_PCL,VLR_SDO_DDR,QTD_CLI_CAD_POS,QTD_OPR,ID_FNT_ITT,ID_MDL,DES_TIP_PSS,DAT_RSS_FNT_ITT,DAT_INC_DBO
166,,166,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
167,,21,,17,17,67,A99,F,2020-01-16,2020-01-27 10:49:48.15
168,,56,,461,528,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
169,,299,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
170,,120,,3,4,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
171,,297,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
172,62300000.0,159,47743078.0,7,7,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
173,,1,,8,8,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
174,,216,,4,4,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
175,480056500.0,56,233593825.0,112,119,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
176,32210000.0,112,5486375.0,3,3,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
177,185470157.0,86,52819667.0,11,14,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
178,,86,,5,5,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
179,,180,,16,17,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
180,,120,,1,1,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
181,651412368.0,61,322080328.0,130,145,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
182,,2,,28047,36217,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
183,,175,,2,2,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
184,,140,,1,1,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
185,,37,,282,314,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
186,,99,,1,2,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
187,,51,,1,1,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
188,,311,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
189,188210000.0,157,78246331.0,6,8,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
190,,48,,730,805,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
191,,99,,1,1,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
192,,13,,1139,1153,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
193,,33,,350,378,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
194,,37,,163,178,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
195,,33,,158,168,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
196,,54,,136,148,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
197,,39,,226,247,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
198,,128,,1,1,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
199,,22,,146,153,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
200,,66,,237,281,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
201,,359,,9,9,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
202,,254,,4,4,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
203,272246575.0,40,102488463.0,64,69,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
204,248229305.0,41,108171008.0,61,66,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
205,,30,,1888,1996,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
206,,30,,526,550,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
207,,71,,116,123,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
208,,16,,12,13,67,B01,F,2020-01-16,2020-01-27 10:49:48.15
209,,9,,6,6,67,A05,F,2020-01-16,2020-01-27 10:49:48.15
210,,2,,3,3,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
211,,130,,1,1,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
212,72600000.0,151,27426863.0,3,3,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
213,137950000.0,171,89174976.0,7,12,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
214,,73,,9,9,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
215,,10,,253,254,67,A99,F,2020-01-16,2020-01-27 10:49:48.15
216,,35,,13,13,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
217,,142,,1,1,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
218,,7,,6,6,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
219,,48,,1,1,67,B07,F,2020-01-16,2020-01-27 10:49:48.15
220,,1,,4161,4929,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
221,,12,,460,469,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
222,,56,,44,54,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
223,,206,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
224,501456530.0,49,226266110.0,110,129,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
225,,360,,2427,2454,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
226,,41,,239,250,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
227,189325000.0,137,61565019.0,16,19,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
228,,60,,2829,2930,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
229,,87,,133,155,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
230,,85,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
231,,10,,9,10,67,B01,F,2020-01-16,2020-01-27 10:49:48.15
232,,221,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
233,,55,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
234,419326822.0,80,253477697.0,62,71,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
235,,323,,6,6,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
236,,301,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
237,,201,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
238,578567936.0,71,283819206.0,104,110,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
239,,278,,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
240,138670000.0,170,90470353.0,7,10,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
241,,36,,8,8,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
242,525848168.0,58,311631732.0,106,116,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
243,,32,,182,190,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
244,,11,,14,14,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
245,306016391.0,88,147375219.0,12,22,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
246,,33,,226,242,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
247,,60,,23,27,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
248,176656130.0,108,40815243.0,12,12,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
249,205950000.0,153,86755758.0,5,8,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
250,,21,,476,489,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
251,,22,,7,8,67,A05,F,2020-01-16,2020-01-27 10:49:48.15
252,,100,,1,1,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
253,,18,,2,2,67,B01,F,2020-01-16,2020-01-27 10:49:48.15
254,,58,,988,1144,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
255,,170,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
256,,143,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
257,151937053.0,87,47820491.0,12,15,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
258,,67,,495,595,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
259,,44,,13,13,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
260,,8,,18,19,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
261,,60,,3,3,67,B07,F,2020-01-16,2020-01-27 10:49:48.15
262,,2,,2,2,67,F01,F,2020-01-16,2020-01-27 10:49:48.15
263,,65,,2,2,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
264,,69,,2,2,67,B05,F,2020-01-16,2020-01-27 10:49:48.15
265,,354,,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
266,1138599830.0,110,1101393933.0,244,255,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
267,441558886.0,79,255603761.0,51,67,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
268,233622500.0,182,195796791.0,10,10,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
269,,64,,113,119,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
270,,251,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
271,,339,,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
272,,309,,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
273,,269,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
274,,24,,3,3,67,B06,F,2020-01-16,2020-01-27 10:49:48.15
275,,273,,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
276,268040000.0,188,181347594.0,8,9,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
277,,81,,92,103,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
278,565167436.0,62,283266236.0,120,138,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
279,95975000.0,132,58485805.0,7,15,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
280,,74,,1,1,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
281,,94,,5,5,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
282,,275,,6,6,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
283,44100200.0,19,16925762.0,10,12,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
284,93050000.0,121,26815234.0,6,11,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
285,,240,,439,440,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
286,,90,,438,566,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
287,,57,,164,191,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
288,,357,,4,4,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
289,,285,,5,5,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
290,,106,,1,1,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
291,6900000.0,199,5963843.0,1,1,67,C01,F,2020-01-16,2020-01-27 10:49:48.15
292,,83,,170,197,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
293,,51,,341,374,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
294,,320,,12,12,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
295,,76,,3,3,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
296,,151,,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
297,,38,,228,242,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
298,,92,,192,230,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
299,,69,,188,220,67,A04,F,2020-01-16,2020-01-27 10:49:48.15
300,,78,,82,91,67,A01,F,2020-01-16,2020-01-27 10:49:48.15
301,,215,,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
302,,22,,542,554,67,B99,F,2020-01-16,2020-01-27 10:49:48.15
303,,336,,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15
